time,halfW01,d0,d1,d2,d3
2.934,0.8235,0,0,1,0
0.333,0.8340,1,3,3,1
0.369,0.8352,1,3,3,1
0.412,0.8363,1,3,3,1
0.446,0.8375,1,3,3,1
0.530,0.8397,1,3,3,1
0.564,0.8407,1,3,3,1
0.645,0.8428,1,3,4,1
0.678,0.8439,1,3,4,1
0.737,0.8454,1,3,4,1
0.770,0.8459,1,3,4,1
0.831,0.8473,1,3,4,1
0.870,0.8483,1,3,4,1
0.921,0.8497,1,3,4,1
0.948,0.8501,1,3,4,1
1.002,0.8515,1,3,4,1
1.035,0.8519,1,3,4,1
1.084,0.8532,1,3,4,1
1.117,0.8540,1,3,4,1
1.173,0.8549,1,3,4,1
1.206,0.8557,1,3,4,1
1.282,0.8572,1,3,4,1
1.315,0.8576,1,3,4,1
1.396,0.8594,1,3,4,1
1.429,0.8597,1,3,4,1
1.493,0.8607,1,3,4,1
1.526,0.8613,1,3,4,1
1.604,0.8625,1,3,4,1
1.637,0.8630,0,0,0,0
1.698,0.8638,0,0,0,0
1.731,0.8640,0,0,0,0
1.795,0.8649,0,0,0,0
1.829,0.8652,0,0,0,0
1.905,0.8659,0,0,0,0
1.938,0.8663,0,0,0,0
1.993,0.8666,0,0,0,0
2.025,0.8670,0,0,0,0
2.099,0.8675,0,0,0,0
2.132,0.8676,0,0,0,0
2.212,0.8681,0,0,0,0
2.245,0.8683,0,0,0,0
2.311,0.8685,0,0,0,0
2.337,0.8687,0,0,0,0
2.389,0.8688,0,0,0,0
2.422,0.8689,0,0,0,0
2.481,0.8690,0,0,0,0
2.527,0.8690,0,0,0,0
2.543,0.8690,0,0,0,0
2.580,0.8691,0,0,0,0
2.635,0.8691,0,0,0,0
2.668,0.8691,0,0,0,0
2.709,0.8690,0,0,0,0
2.742,0.8690,0,0,0,0
2.806,0.8689,0,0,0,0
2.839,0.8688,0,0,0,0
2.897,0.8687,0,0,0,0
2.930,0.8686,0,0,0,0
2.989,0.8684,0,0,0,0
3.022,0.8683,0,0,0,0
3.057,0.8681,0,0,0,0
3.089,0.8680,0,0,0,0
3.155,0.8677,0,0,0,0
3.187,0.8675,0,0,0,0
3.229,0.8673,0,0,0,0
3.262,0.8671,0,0,0,0
3.339,0.8667,0,0,0,0
3.355,0.8667,0,0,0,0
3.398,0.8663,0,0,0,0
3.497,0.8656,0,0,0,0
3.525,0.8655,0,0,0,0
3.559,0.8652,0,0,0,0
3.592,0.8650,0,0,0,0
3.627,0.8647,0,0,0,0
3.660,0.8644,0,0,0,0
3.696,0.8641,0,0,0,0
3.729,0.8640,0,0,0,0
3.798,0.8633,0,0,0,0
3.831,0.8632,0,0,0,0
3.891,0.8627,0,0,0,0
3.924,0.8624,0,0,0,0
3.982,0.8620,0,0,0,0
4.015,0.8619,0,0,0,0
4.074,0.8615,0,0,0,0
4.107,0.8612,0,0,0,0
4.163,0.8608,0,0,0,0
4.195,0.8605,0,0,0,0
4.235,0.8604,0,0,0,0
4.267,0.8601,0,0,0,0
4.323,0.8597,0,0,0,0
4.356,0.8594,0,0,0,0
4.414,0.8591,0,0,0,0
4.447,0.8588,0,0,0,0
4.526,0.8583,0,0,0,0
4.559,0.8580,0,0,0,0
4.600,0.8578,0,0,0,0
4.632,0.8576,0,0,0,0
4.691,0.8572,0,0,0,0
4.723,0.8570,0,0,0,0
4.774,0.8567,0,0,0,0
4.807,0.8564,0,0,0,0
4.874,0.8561,0,0,0,0
4.907,0.8558,0,0,0,0
4.989,0.8553,0,0,0,0
5.162,0.8542,0,0,0,0
5.174,0.8542,0,0,0,0
5.189,0.8540,0,0,0,0
5.223,0.8538,0,0,0,0
5.281,0.8535,0,0,0,0
5.314,0.8533,0,0,0,0
5.386,0.8529,0,0,0,0
5.419,0.8526,0,0,0,0
5.451,0.8525,0,0,0,0
5.484,0.8523,0,0,0,0
5.518,0.8521,0,0,0,0
5.582,0.8518,0,0,0,0
5.615,0.8516,0,0,0,0
5.652,0.8514,0,0,0,0
5.687,0.8512,0,0,0,0
5.769,0.8508,0,0,0,0
5.800,0.8506,0,0,0,0
5.827,0.8505,0,0,0,0
5.867,0.8503,0,0,0,0
5.972,0.8498,0,0,0,0
6.005,0.8496,0,0,0,0
6.076,0.8493,0,0,0,0
6.108,0.8492,0,0,0,0
6.168,0.8489,0,0,0,0
6.201,0.8488,0,0,0,0
6.250,0.8486,0,0,0,0
6.283,0.8484,0,0,0,0
6.336,0.8482,0,0,0,0
6.370,0.8481,0,0,0,0
6.402,0.8480,0,0,0,0
6.443,0.8478,0,0,0,0
6.475,0.8477,0,0,0,0
6.532,0.8475,0,0,0,0
6.564,0.8474,0,0,0,0
6.598,0.8472,0,0,0,0
6.667,0.8470,0,0,0,0
6.691,0.8470,0,0,0,0
6.720,0.8469,0,0,0,0
6.758,0.8467,0,0,0,0
6.802,0.8466,0,0,0,0
6.834,0.8465,0,0,0,0
6.903,0.8463,0,0,0,0
6.928,0.8463,0,0,0,0
6.960,0.8462,0,0,0,0
6.995,0.8461,0,0,0,0
7.075,0.8459,0,0,0,0
7.112,0.8458,0,0,0,0
7.142,0.8457,0,0,0,0
7.175,0.8456,0,0,0,0
7.230,0.8455,0,0,0,0
7.261,0.8454,0,0,0,0
7.295,0.8454,0,0,0,0
7.328,0.8453,0,0,0,0
7.383,0.8452,0,0,0,0
7.416,0.8451,0,0,0,0
7.467,0.8450,0,0,0,0
7.500,0.8449,0,0,0,0
7.571,0.8448,0,0,0,0
7.604,0.8448,0,0,0,0
7.634,0.8447,0,0,0,0
7.670,0.8447,0,0,0,0
7.717,0.8446,0,0,0,0
7.749,0.8446,0,0,0,0
7.802,0.8445,0,0,0,0
7.834,0.8444,0,0,0,0
7.876,0.8444,0,0,0,0
7.909,0.8443,0,0,0,0
7.948,0.8443,0,0,0,0
7.981,0.8442,0,0,0,0
8.065,0.8442,0,0,0,0
8.098,0.8441,0,0,0,0
8.173,0.8441,0,0,0,0
8.205,0.8440,0,0,0,0
8.272,0.8440,0,0,0,0
8.305,0.8439,0,0,0,0
8.357,0.8439,0,0,0,0
8.390,0.8439,0,0,0,0
8.472,0.8438,0,0,0,0
8.506,0.8438,0,0,0,0
8.542,0.8438,0,0,0,0
8.574,0.8438,0,0,0,0
8.647,0.8437,0,0,0,0
8.679,0.8437,0,0,0,0
8.721,0.8437,0,0,0,0
8.757,0.8437,0,0,0,0
8.788,0.8437,0,0,0,0
8.827,0.8437,0,0,0,0
8.860,0.8437,0,0,0,0
8.917,0.8436,0,0,0,0
8.950,0.8436,0,0,0,0
9.011,0.8436,0,0,0,0
9.044,0.8436,0,0,0,0
9.103,0.8436,0,0,0,0
9.135,0.8436,0,0,0,0
9.188,0.8436,0,0,0,0
9.221,0.8436,0,0,0,0
9.301,0.8436,0,0,0,0
9.334,0.8436,0,0,0,0
9.396,0.8436,0,0,0,0
9.429,0.8436,0,0,0,0
9.495,0.8436,0,0,0,0
9.524,0.8436,0,0,0,0
9.565,0.8436,0,0,0,0
9.598,0.8436,0,0,0,0
9.672,0.8436,0,0,0,0
9.705,0.8436,0,0,0,0
9.768,0.8436,0,0,0,0
9.800,0.8436,0,0,0,0
9.879,0.8436,0,0,0,0
9.912,0.8436,0,0,0,0
9.964,0.8437,0,0,0,0
9.997,0.8436,0,0,0,0
10.071,0.8436,0,0,0,0
10.103,0.8434,0,0,0,0
10.178,0.8428,0,0,0,0
10.211,0.8426,0,0,0,0
10.265,0.8417,0,0,0,0
10.298,0.8409,0,0,0,0
10.353,0.8399,0,0,0,0
10.386,0.8388,0,0,0,0
10.470,0.8364,0,0,0,0
10.503,0.8352,0,0,0,0
10.573,0.8335,0,0,0,0
10.606,0.8324,0,0,0,0
10.663,0.8311,0,0,0,0
10.696,0.8304,0,0,0,0
10.745,0.8300,0,0,0,0
10.778,0.8299,0,0,0,0
10.835,0.8301,0,0,0,0
10.868,0.8306,0,0,0,0
10.950,0.8327,0,0,0,0
10.983,0.8339,0,0,0,0
11.025,0.8352,0,0,0,0
11.058,0.8365,0,0,0,0
11.117,0.8383,0,0,0,0
11.149,0.8389,0,0,0,0
11.198,0.8404,0,0,0,0
11.231,0.8408,0,0,0,0
11.301,0.8423,0,0,0,0
11.334,0.8426,0,0,0,0
11.386,0.8433,0,0,0,0
11.419,0.8437,0,0,0,0
11.483,0.8441,0,0,0,0
11.517,0.8443,0,0,0,0
11.585,0.8444,0,0,0,0
11.618,0.8445,0,0,0,0
11.664,0.8445,0,0,0,0
11.699,0.8445,0,0,0,0
11.729,0.8445,0,0,0,0
11.764,0.8445,0,0,0,0
11.858,0.8444,0,0,0,0
11.891,0.8444,0,0,0,0
11.964,0.8443,0,0,0,0
11.997,0.8442,0,0,0,0
12.064,0.8441,0,0,0,0
12.097,0.8441,0,0,0,0
12.146,0.8441,0,0,0,0
12.179,0.8441,0,0,0,0
12.235,0.8440,0,0,0,0
12.268,0.8440,0,0,0,0
12.317,0.8440,0,0,0,0
12.350,0.8440,0,0,0,0
12.410,0.8440,0,0,0,0
12.446,0.8441,0,0,0,0
12.498,0.8441,0,0,0,0
12.528,0.8441,0,0,0,0
12.572,0.8441,0,0,0,0
12.605,0.8441,0,0,0,0
12.669,0.8442,0,0,0,0
12.702,0.8442,0,0,0,0
12.778,0.8442,0,0,0,0
12.812,0.8442,0,0,0,0
12.894,0.8443,0,0,0,0
12.927,0.8443,0,0,0,0
12.999,0.8443,0,0,0,0
13.032,0.8443,0,0,0,0
13.093,0.8443,0,0,0,0
13.126,0.8443,0,0,0,0
13.191,0.8443,0,0,0,0
13.224,0.8443,0,0,0,0
