time,halfW01,d0,d1,d2,d3
2.943,0.6776,0,0,0,0
0.422,0.6931,1,3,3,1
0.452,0.6939,1,3,3,1
0.467,0.6946,1,3,3,1
0.498,0.6953,1,3,3,1
0.525,0.6967,1,3,3,1
0.558,0.6973,1,3,3,1
0.593,0.6987,1,3,3,1
0.627,0.7000,1,3,3,1
0.660,0.7007,1,3,3,1
0.692,0.7020,1,3,3,1
0.729,0.7032,1,4,3,1
0.758,0.7039,1,4,3,1
0.793,0.7051,1,4,3,1
0.825,0.7063,1,4,3,1
0.860,0.7074,1,4,3,1
0.893,0.7080,1,4,3,1
0.926,0.7091,1,4,3,1
0.959,0.7097,1,4,3,1
0.993,0.7107,1,4,3,1
1.025,0.7118,1,4,3,1
1.061,0.7128,1,4,3,1
1.097,0.7133,1,4,3,1
1.125,0.7142,1,4,3,1
1.160,0.7147,1,4,3,1
1.192,0.7156,1,4,3,1
1.224,0.7165,1,4,3,1
1.259,0.7169,1,4,3,1
1.293,0.7178,1,4,3,1
1.327,0.7186,1,4,3,1
1.359,0.7190,1,4,3,1
1.393,0.7197,1,4,3,1
1.425,0.7205,1,4,3,1
1.459,0.7208,1,4,3,1
1.494,0.7215,1,4,3,1
1.526,0.7222,1,4,3,1
1.560,0.7225,1,4,3,1
1.593,0.7231,1,4,3,1
1.626,0.7237,1,4,3,1
1.660,0.7239,1,4,3,1
1.692,0.7245,1,4,4,1
1.726,0.7250,0,0,0,0
1.760,0.7252,0,0,0,0
1.792,0.7256,0,0,0,0
1.825,0.7261,0,0,0,0
1.860,0.7263,0,0,0,0
1.893,0.7270,0,0,0,0
1.926,0.7282,0,0,0,0
1.959,0.7288,0,0,0,0
1.993,0.7300,0,0,0,0
2.026,0.7312,0,0,0,0
2.060,0.7317,0,0,0,0
2.092,0.7329,0,0,0,0
2.125,0.7340,0,0,0,0
2.159,0.7346,0,0,0,0
2.192,0.7356,0,0,0,0
2.230,0.7367,0,0,0,0
2.259,0.7372,0,0,0,0
2.292,0.7383,0,0,0,0
2.325,0.7393,0,0,0,0
2.359,0.7398,0,0,0,0
2.393,0.7408,0,0,0,0
2.426,0.7417,0,0,0,0
2.459,0.7422,0,0,0,0
2.492,0.7431,0,0,0,0
2.525,0.7440,0,0,0,0
2.560,0.7449,0,0,0,0
2.592,0.7453,0,0,0,0
2.626,0.7462,0,0,0,0
2.657,0.7466,0,0,0,0
2.693,0.7475,0,0,0,0
2.725,0.7483,0,0,0,0
2.760,0.7491,0,0,0,0
2.792,0.7494,0,0,0,0
2.826,0.7502,0,0,0,0
2.859,0.7506,0,0,0,0
2.892,0.7513,0,0,0,0
2.926,0.7520,0,0,0,0
2.959,0.7524,0,0,0,0
2.992,0.7531,0,0,0,0
3.027,0.7537,0,0,0,0
3.060,0.7544,0,0,0,0
3.093,0.7547,0,0,0,0
3.126,0.7553,0,0,0,0
3.159,0.7557,0,0,0,0
3.193,0.7563,0,0,0,0
3.227,0.7569,0,0,0,0
3.258,0.7571,0,0,0,0
3.293,0.7577,0,0,0,0
3.326,0.7583,0,0,0,0
3.359,0.7586,0,0,0,0
3.393,0.7591,0,0,0,0
3.425,0.7597,0,0,0,0
3.459,0.7599,0,0,0,0
3.493,0.7605,0,0,0,0
3.526,0.7610,0,0,0,0
3.559,0.7613,0,0,0,0
3.594,0.7618,0,0,0,0
3.626,0.7623,0,0,0,0
3.659,0.7625,0,0,0,0
3.693,0.7630,0,0,0,0
3.725,0.7635,0,0,0,0
3.759,0.7638,0,0,0,0
3.792,0.7642,0,0,0,0
3.828,0.7647,0,0,0,0
3.860,0.7652,0,0,0,0
3.892,0.7654,0,0,0,0
3.925,0.7658,0,0,0,0
3.960,0.7661,0,0,0,0
3.992,0.7665,0,0,0,0
4.026,0.7669,0,0,0,0
4.058,0.7671,0,0,0,0
4.093,0.7675,0,0,0,0
4.126,0.7679,0,0,0,0
4.160,0.7681,0,0,0,0
