time,halfW01,d0,d1,d2,d3
2.941,0.7564,0,1,1,0
0.333,0.7663,1,3,3,2
0.366,0.7669,1,3,3,2
0.414,0.7686,1,3,3,2
0.447,0.7691,1,3,3,2
0.496,0.7707,1,3,3,2
0.529,0.7713,1,3,3,2
0.593,0.7734,1,3,3,2
0.626,0.7739,1,3,3,2
0.694,0.7759,1,3,3,2
0.728,0.7764,1,3,3,2
0.772,0.7773,1,3,3,2
0.805,0.7783,1,3,3,2
0.878,0.7801,1,3,3,2
0.912,0.7806,1,3,3,2
0.975,0.7823,1,3,3,2
1.008,0.7827,1,3,3,2
1.034,0.7836,1,3,3,2
1.075,0.7844,1,3,3,2
1.166,0.7860,1,3,3,2
1.199,0.7867,1,3,3,2
1.264,0.7878,1,3,3,2
1.297,0.7885,1,3,3,2
1.378,0.7899,1,3,3,2
1.411,0.7903,1,3,3,2
1.466,0.7913,1,3,3,2
1.500,0.7919,1,3,3,2
1.548,0.7925,1,3,3,2
1.580,0.7932,1,3,3,2
1.616,0.7938,1,3,3,2
1.650,0.7941,0,0,0,0
1.701,0.7949,0,0,0,0
1.734,0.7955,0,0,0,0
1.805,0.7963,0,0,0,0
1.838,0.7969,0,0,0,0
1.887,0.7974,0,0,0,0
1.920,0.7979,0,0,0,0
1.975,0.7987,0,0,0,0
2.009,0.7989,0,0,0,0
2.078,0.7999,0,0,0,0
2.111,0.8001,0,0,0,0
2.175,0.8010,0,0,0,0
2.208,0.8012,0,0,0,0
2.267,0.8019,0,0,0,0
2.300,0.8023,0,0,0,0
2.360,0.8029,0,0,0,0
2.394,0.8033,0,0,0,0
2.460,0.8039,0,0,0,0
2.492,0.8041,0,0,0,0
2.536,0.8047,0,0,0,0
2.569,0.8049,0,0,0,0
2.612,0.8053,0,0,0,0
2.646,0.8056,0,0,0,0
2.722,0.8063,0,0,0,0
2.754,0.8066,0,0,0,0
2.815,0.8071,0,0,0,0
2.849,0.8073,0,0,0,0
2.920,0.8079,0,0,0,0
2.953,0.8081,0,0,0,0
3.018,0.8087,0,0,0,0
3.051,0.8088,0,0,0,0
3.100,0.8092,0,0,0,0
3.133,0.8095,0,0,0,0
3.201,0.8099,0,0,0,0
3.234,0.8102,0,0,0,0
3.281,0.8105,0,0,0,0
3.314,0.8107,0,0,0,0
3.392,0.8111,0,0,0,0
3.425,0.8113,0,0,0,0
3.457,0.8116,0,0,0,0
3.492,0.8117,0,0,0,0
3.553,0.8121,0,0,0,0
3.586,0.8122,0,0,0,0
3.656,0.8127,0,0,0,0
3.689,0.8128,0,0,0,0
3.737,0.8131,0,0,0,0
3.769,0.8132,0,0,0,0
3.834,0.8136,0,0,0,0
3.867,0.8137,0,0,0,0
3.940,0.8140,0,0,0,0
3.973,0.8141,0,0,0,0
4.035,0.8145,0,0,0,0
4.068,0.8146,0,0,0,0
4.143,0.8149,0,0,0,0
