time,halfW01,d0,d1,d2,d3
2.930,0.7135,0,0,0,0
0.346,0.7256,1,3,3,1
0.378,0.7263,1,3,3,1
0.411,0.7276,1,3,3,1
0.446,0.7289,1,3,3,1
0.480,0.7296,1,3,3,1
0.511,0.7309,1,3,3,1
0.549,0.7322,1,3,3,1
0.580,0.7334,1,3,3,1
0.612,0.7341,1,3,3,1
0.648,0.7353,1,3,3,1
0.678,0.7359,1,3,3,1
0.712,0.7371,1,3,3,1
0.745,0.7383,1,3,3,1
0.778,0.7389,1,3,3,1
0.811,0.7401,1,3,3,1
0.848,0.7413,1,3,3,1
0.879,0.7418,1,3,3,1
0.912,0.7430,1,3,3,1
0.945,0.7441,1,3,3,1
0.979,0.7447,1,3,3,1
1.012,0.7458,1,3,3,1
1.045,0.7469,1,3,3,1
1.080,0.7474,1,3,3,1
1.111,0.7485,1,3,3,1
1.145,0.7495,1,3,3,1
1.179,0.7501,1,3,3,1
1.212,0.7511,1,3,3,1
1.246,0.7521,1,3,3,1
1.280,0.7532,1,3,3,1
1.312,0.7537,1,3,3,1
1.347,0.7547,1,3,3,1
1.380,0.7552,1,3,3,1
1.413,0.7562,1,3,3,1
1.446,0.7571,1,3,3,1
1.480,0.7581,1,3,3,1
1.512,0.7586,1,3,3,1
1.545,0.7595,1,3,3,1
1.579,0.7600,1,3,3,1
1.612,0.7609,1,3,3,1
1.646,0.7618,0,0,0,0
1.678,0.7623,0,0,0,0
1.712,0.7632,0,0,0,0
1.745,0.7640,0,0,0,0
1.778,0.7645,0,0,0,0
1.812,0.7654,0,0,0,0
1.847,0.7662,0,0,0,0
1.880,0.7666,0,0,0,0
1.912,0.7675,0,0,0,0
1.945,0.7683,0,0,0,0
1.980,0.7687,0,0,0,0
2.013,0.7695,0,0,0,0
2.046,0.7703,0,0,0,0
2.078,0.7707,0,0,0,0
2.111,0.7715,0,0,0,0
2.145,0.7722,0,0,0,0
2.179,0.7726,0,0,0,0
2.213,0.7734,0,0,0,0
2.248,0.7741,0,0,0,0
2.289,0.7748,0,0,0,0
2.311,0.7752,0,0,0,0
2.346,0.7759,0,0,0,0
2.381,0.7766,0,0,0,0
2.411,0.7769,0,0,0,0
2.447,0.7776,0,0,0,0
2.480,0.7782,0,0,0,0
2.511,0.7785,0,0,0,0
2.545,0.7792,0,0,0,0
2.580,0.7798,0,0,0,0
2.612,0.7801,0,0,0,0
2.645,0.7807,0,0,0,0
2.679,0.7810,0,0,0,0
2.713,0.7816,0,0,0,0
2.747,0.7821,0,0,0,0
2.779,0.7824,0,0,0,0
2.813,0.7830,0,0,0,0
2.846,0.7835,0,0,0,0
2.881,0.7840,0,0,0,0
2.912,0.7843,0,0,0,0
2.946,0.7848,0,0,0,0
2.978,0.7850,0,0,0,0
3.011,0.7855,0,0,0,0
3.046,0.7860,0,0,0,0
3.078,0.7862,0,0,0,0
