time,halfW01,d0,d1,d2,d3
2.958,0.7083,0,0,0,0
0.338,0.7213,1,3,3,1
0.353,0.7221,1,3,3,1
0.390,0.7237,1,3,3,1
0.424,0.7253,1,3,3,1
0.458,0.7261,1,3,3,1
0.491,0.7277,1,3,3,1
0.524,0.7292,1,3,3,1
0.558,0.7300,1,3,3,1
0.591,0.7316,1,4,3,1
0.624,0.7331,1,4,3,1
0.658,0.7339,1,4,3,1
0.691,0.7354,1,4,3,1
0.725,0.7369,1,4,3,1
0.758,0.7377,1,4,3,1
0.791,0.7392,1,4,3,1
0.824,0.7407,1,4,3,1
0.858,0.7414,1,4,3,1
0.891,0.7429,1,4,3,1
0.925,0.7444,1,4,3,1
0.959,0.7451,1,4,3,1
0.991,0.7466,1,4,3,1
1.025,0.7481,1,4,3,1
1.060,0.7488,1,4,3,1
1.091,0.7502,1,4,3,1
1.125,0.7517,1,4,3,1
1.159,0.7524,1,4,3,1
1.191,0.7538,1,4,3,1
1.224,0.7552,1,4,3,1
1.261,0.7567,1,4,3,1
1.292,0.7574,1,4,3,1
1.325,0.7588,1,4,3,1
1.358,0.7595,1,4,3,1
1.387,0.7609,1,4,3,1
1.425,0.7623,1,4,3,1
1.458,0.7630,1,4,3,1
1.491,0.7643,1,4,3,1
1.525,0.7657,1,4,3,1
1.558,0.7664,1,4,3,1
1.592,0.7677,1,4,3,1
1.625,0.7691,1,4,3,1
1.658,0.7698,0,0,0,0
1.691,0.7711,0,0,0,0
1.724,0.7724,0,0,0,0
1.758,0.7731,0,0,0,0
1.792,0.7744,0,0,0,0
1.825,0.7757,0,0,0,0
1.858,0.7764,0,0,0,0
1.891,0.7777,0,0,0,0
1.925,0.7790,0,0,0,0
1.959,0.7796,0,0,0,0
1.991,0.7809,0,0,0,0
2.025,0.7821,0,0,0,0
2.058,0.7828,0,0,0,0
2.092,0.7840,0,0,0,0
2.125,0.7853,0,0,0,0
2.158,0.7859,0,0,0,0
2.191,0.7872,0,0,0,0
2.224,0.7884,0,0,0,0
2.258,0.7890,0,0,0,0
2.291,0.7903,0,0,0,0
2.325,0.7915,0,0,0,0
2.358,0.7922,0,0,0,0
2.391,0.7934,0,0,0,0
2.424,0.7946,0,0,0,0
2.457,0.7952,0,0,0,0
2.491,0.7964,0,0,0,0
2.525,0.7976,0,0,0,0
2.558,0.7982,0,0,0,0
2.591,0.7994,0,0,0,0
2.625,0.8006,0,0,0,0
2.658,0.8012,0,0,0,0
2.691,0.8023,0,0,0,0
2.725,0.8035,0,0,0,0
2.758,0.8040,0,0,0,0
2.792,0.8051,0,0,0,0
2.825,0.8062,0,0,0,0
2.858,0.8067,0,0,0,0
2.891,0.8078,0,0,0,0
2.925,0.8088,0,0,0,0
2.958,0.8094,0,0,0,0
2.991,0.8104,0,0,0,0
3.025,0.8113,0,0,0,0
3.058,0.8118,0,0,0,0
3.091,0.8128,0,0,0,0
3.125,0.8137,0,0,0,0
3.158,0.8142,0,0,0,0
3.192,0.8151,0,0,0,0
3.225,0.8160,0,0,0,0
3.257,0.8164,0,0,0,0
3.291,0.8172,0,0,0,0
3.327,0.8180,0,0,0,0
3.358,0.8185,0,0,0,0
3.391,0.8192,0,0,0,0
3.425,0.8200,0,0,0,0
3.458,0.8204,0,0,0,0
3.491,0.8211,0,0,0,0
3.524,0.8218,0,0,0,0
3.559,0.8222,0,0,0,0
3.591,0.8229,0,0,0,0
3.625,0.8235,0,0,0,0
3.658,0.8239,0,0,0,0
3.691,0.8245,0,0,0,0
3.725,0.8251,0,0,0,0
3.758,0.8254,0,0,0,0
3.791,0.8260,0,0,0,0
3.825,0.8266,0,0,0,0
3.858,0.8269,0,0,0,0
3.892,0.8274,0,0,0,0
3.924,0.8279,0,0,0,0
3.958,0.8282,0,0,0,0
3.991,0.8287,0,0,0,0
4.025,0.8292,0,0,0,0
4.058,0.8294,0,0,0,0
4.091,0.8299,0,0,0,0
4.124,0.8304,0,0,0,0
4.158,0.8306,0,0,0,0
4.192,0.8310,0,0,0,0
4.224,0.8314,0,0,0,0
4.258,0.8316,0,0,0,0
4.291,0.8320,0,0,0,0
4.324,0.8324,0,0,0,0
4.358,0.8326,0,0,0,0
4.391,0.8330,0,0,0,0
4.425,0.8333,0,0,0,0
4.458,0.8335,0,0,0,0
4.492,0.8338,0,0,0,0
4.524,0.8342,0,0,0,0
4.558,0.8343,0,0,0,0
4.591,0.8346,0,0,0,0
4.625,0.8349,0,0,0,0
4.658,0.8351,0,0,0,0
4.689,0.8354,0,0,0,0
5.023,0.8375,0,0,0,0
5.155,0.8381,0,0,0,0
5.171,0.8382,0,0,0,0
5.200,0.8383,0,0,0,0
5.233,0.8385,0,0,0,0
5.266,0.8387,0,0,0,0
5.300,0.8387,0,0,0,0
5.333,0.8389,0,0,0,0
5.366,0.8391,0,0,0,0
5.400,0.8392,0,0,0,0
5.433,0.8393,0,0,0,0
5.466,0.8394,0,0,0,0
5.500,0.8396,0,0,0,0
5.533,0.8397,0,0,0,0
5.568,0.8398,0,0,0,0
5.600,0.8399,0,0,0,0
5.633,0.8400,0,0,0,0
5.666,0.8402,0,0,0,0
5.700,0.8402,0,0,0,0
5.733,0.8403,0,0,0,0
5.766,0.8405,0,0,0,0
5.800,0.8405,0,0,0,0
5.835,0.8406,0,0,0,0
5.866,0.8407,0,0,0,0
5.898,0.8408,0,0,0,0
5.933,0.8409,0,0,0,0
5.966,0.8410,0,0,0,0
5.999,0.8410,0,0,0,0
6.033,0.8411,0,0,0,0
6.066,0.8412,0,0,0,0
6.100,0.8413,0,0,0,0
6.133,0.8413,0,0,0,0
6.166,0.8414,0,0,0,0
6.200,0.8415,0,0,0,0
6.233,0.8416,0,0,0,0
6.266,0.8417,0,0,0,0
6.300,0.8417,0,0,0,0
6.333,0.8418,0,0,0,0
6.366,0.8418,0,0,0,0
6.399,0.8419,0,0,0,0
6.433,0.8419,0,0,0,0
6.466,0.8420,0,0,0,0
6.500,0.8420,0,0,0,0
6.533,0.8420,0,0,0,0
6.566,0.8421,0,0,0,0
6.600,0.8421,0,0,0,0
6.633,0.8422,0,0,0,0
6.666,0.8423,0,0,0,0
6.700,0.8423,0,0,0,0
6.733,0.8424,0,0,0,0
6.766,0.8424,0,0,0,0
6.800,0.8424,0,0,0,0
6.833,0.8425,0,0,0,0
6.866,0.8425,0,0,0,0
6.900,0.8426,0,0,0,0
6.933,0.8426,0,0,0,0
6.966,0.8426,0,0,0,0
