time,halfW01,d0,d1,d2,d3
2.846,0.7945,0,1,1,0
0.333,0.7990,1,3,3,1
0.394,0.7993,1,3,3,1
0.414,0.7994,1,3,3,1
0.446,0.7996,1,3,3,1
0.481,0.7996,1,3,3,1
0.509,0.7996,1,3,3,1
0.542,0.7996,1,3,3,1
0.581,0.7995,1,3,3,1
0.612,0.7994,1,3,3,1
0.644,0.7992,1,3,3,1
0.678,0.7990,1,3,3,1
0.713,0.7988,1,3,3,1
0.747,0.7985,1,3,3,1
0.780,0.7981,1,3,3,1
0.812,0.7979,1,3,3,1
0.847,0.7974,1,3,3,1
0.880,0.7969,1,3,3,1
0.912,0.7966,1,3,3,1
0.945,0.7960,1,4,3,1
0.979,0.7955,1,4,3,1
1.012,0.7951,1,4,3,1
1.046,0.7945,1,4,3,1
1.080,0.7939,1,4,3,1
1.112,0.7936,1,4,3,1
1.146,0.7929,1,4,3,1
1.179,0.7923,1,3,3,1
1.212,0.7920,1,3,3,1
1.246,0.7913,1,3,3,1
1.280,0.7907,1,3,3,1
1.312,0.7904,1,3,3,1
1.347,0.7898,1,3,3,1
1.380,0.7892,1,3,3,1
1.412,0.7890,1,3,3,1
1.445,0.7884,1,3,3,1
1.480,0.7879,1,3,3,1
1.512,0.7876,1,3,3,1
1.547,0.7872,1,3,3,1
1.580,0.7867,1,3,3,1
1.612,0.7865,1,3,3,1
1.645,0.7861,0,0,0,0
1.679,0.7857,0,0,0,0
1.712,0.7855,0,0,0,0
1.746,0.7852,0,0,0,0
1.779,0.7848,0,0,0,0
1.813,0.7847,0,0,0,0
1.846,0.7844,0,0,0,0
1.880,0.7841,0,0,0,0
1.912,0.7840,0,0,0,0
1.945,0.7837,0,0,0,0
1.979,0.7835,0,0,0,0
2.013,0.7834,0,0,0,0
2.046,0.7832,0,0,0,0
2.080,0.7830,0,0,0,0
2.113,0.7829,0,0,0,0
2.146,0.7827,0,0,0,0
2.179,0.7825,0,0,0,0
2.212,0.7824,0,0,0,0
2.246,0.7822,0,0,0,0
2.280,0.7821,0,0,0,0
2.312,0.7820,0,0,0,0
2.346,0.7819,0,0,0,0
2.380,0.7817,0,0,0,0
2.412,0.7816,0,0,0,0
2.445,0.7815,0,0,0,0
2.479,0.7813,0,0,0,0
2.513,0.7813,0,0,0,0
2.545,0.7811,0,0,0,0
2.580,0.7810,0,0,0,0
2.614,0.7809,0,0,0,0
2.645,0.7807,0,0,0,0
2.679,0.7806,0,0,0,0
2.712,0.7805,0,0,0,0
2.745,0.7803,0,0,0,0
2.779,0.7802,0,0,0,0
2.813,0.7801,0,0,0,0
2.846,0.7799,0,0,0,0
2.880,0.7798,0,0,0,0
2.913,0.7797,0,0,0,0
2.945,0.7795,0,0,0,0
2.980,0.7793,0,0,0,0
3.014,0.7792,0,0,0,0
3.046,0.7790,0,0,0,0
3.078,0.7788,0,0,0,0
3.112,0.7787,0,0,0,0
3.147,0.7785,0,0,0,0
3.179,0.7783,0,0,0,0
3.212,0.7782,0,0,0,0
3.246,0.7780,0,0,0,0
3.279,0.7778,0,0,0,0
3.312,0.7776,0,0,0,0
3.346,0.7774,0,0,0,0
3.379,0.7772,0,0,0,0
3.413,0.7771,0,0,0,0
3.445,0.7768,0,0,0,0
3.479,0.7766,0,0,0,0
3.512,0.7765,0,0,0,0
3.547,0.7762,0,0,0,0
3.578,0.7759,0,0,0,0
3.613,0.7758,0,0,0,0
3.645,0.7756,0,0,0,0
3.679,0.7753,0,0,0,0
3.713,0.7752,0,0,0,0
3.746,0.7751,0,0,0,0
3.779,0.7755,0,0,0,0
3.813,0.7757,0,0,0,0
3.846,0.7761,0,0,0,0
3.879,0.7765,0,0,0,0
3.913,0.7767,0,0,0,0
3.946,0.7771,0,0,0,0
3.979,0.7775,0,0,0,0
4.013,0.7777,0,0,0,0
4.046,0.7780,0,0,0,0
4.079,0.7784,0,0,0,0
4.113,0.7785,0,0,0,0
4.147,0.7789,0,0,0,0
4.179,0.7792,0,0,0,0
4.213,0.7793,0,0,0,0
4.246,0.7797,0,0,0,0
4.280,0.7800,0,0,0,0
4.313,0.7801,0,0,0,0
4.346,0.7804,0,0,0,0
4.378,0.7807,0,0,0,0
4.413,0.7808,0,0,0,0
4.447,0.7811,0,0,0,0
4.480,0.7814,0,0,0,0
4.513,0.7815,0,0,0,0
4.546,0.7817,0,0,0,0
4.580,0.7820,0,0,0,0
4.612,0.7821,0,0,0,0
4.646,0.7823,0,0,0,0
4.680,0.7825,0,0,0,0
4.712,0.7827,0,0,0,0
4.746,0.7829,0,0,0,0
4.779,0.7831,0,0,0,0
4.813,0.7832,0,0,0,0
4.846,0.7834,0,0,0,0
4.879,0.7836,0,0,0,0
4.913,0.7837,0,0,0,0
4.946,0.7838,0,0,0,0
4.979,0.7840,0,0,0,0
5.013,0.7841,0,0,0,0
5.046,0.7843,0,0,0,0
5.079,0.7844,0,0,0,0
5.114,0.7845,0,0,0,0
5.147,0.7847,0,0,0,0
5.179,0.7848,0,0,0,0
5.212,0.7849,0,0,0,0
5.246,0.7850,0,0,0,0
5.280,0.7852,0,0,0,0
5.313,0.7853,0,0,0,0
5.345,0.7854,0,0,0,0
5.379,0.7855,0,0,0,0
5.413,0.7856,0,0,0,0
5.447,0.7857,0,0,0,0
5.480,0.7858,0,0,0,0
5.512,0.7859,0,0,0,0
5.546,0.7860,0,0,0,0
5.580,0.7861,0,0,0,0
5.612,0.7862,0,0,0,0
5.645,0.7863,0,0,0,0
5.679,0.7864,0,0,0,0
5.712,0.7865,0,0,0,0
5.746,0.7866,0,0,0,0
5.780,0.7867,0,0,0,0
5.817,0.7867,0,0,0,0
5.845,0.7869,0,0,0,0
5.878,0.7870,0,0,0,0
5.913,0.7870,0,0,0,0
5.945,0.7871,0,0,0,0
5.979,0.7872,0,0,0,0
6.012,0.7872,0,0,0,0
6.046,0.7873,0,0,0,0
6.080,0.7874,0,0,0,0
6.112,0.7875,0,0,0,0
6.146,0.7876,0,0,0,0
6.179,0.7877,0,0,0,0
6.212,0.7877,0,0,0,0
6.247,0.7878,0,0,0,0
6.279,0.7879,0,0,0,0
6.312,0.7879,0,0,0,0
6.346,0.7880,0,0,0,0
6.379,0.7881,0,0,0,0
6.413,0.7882,0,0,0,0
6.445,0.7882,0,0,0,0
6.479,0.7883,0,0,0,0
6.512,0.7884,0,0,0,0
6.546,0.7885,0,0,0,0
6.580,0.7885,0,0,0,0
6.613,0.7886,0,0,0,0
6.646,0.7887,0,0,0,0
6.680,0.7887,0,0,0,0
6.713,0.7888,0,0,0,0
6.745,0.7889,0,0,0,0
6.780,0.7889,0,0,0,0
6.813,0.7890,0,0,0,0
6.846,0.7891,0,0,0,0
6.880,0.7891,0,0,0,0
6.913,0.7892,0,0,0,0
6.945,0.7893,0,0,0,0
6.979,0.7893,0,0,0,0
